ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,stdDevAX,DeltaTime,Angle,Drift Per Min
20.305,-0.1169,0.0146,1.0234,0.0763,0.5191,0.5191,,0.02,2.9206067,
20.325,-0.1162,0.0164,1.021,0.1145,0.6107,0.6412,,0.02,2.9228967,
20.345,-0.1177,0.0156,1.0251,0.0992,0.4656,0.626,,0.02,2.9248807,
20.365,-0.1194,0.0166,1.0212,0.1832,0.4427,0.5725,,0.02,2.9285447,
20.385,-0.1162,0.0134,1.0134,0.1603,0.5725,0.5802,,0.02,2.9317507,
20.405,-0.1184,0.0122,1.0283,0.1298,0.5802,0.6565,,0.02,2.9343467,
20.425,-0.1172,0.0159,1.0146,0.145,0.6412,0.6031,,0.02,2.9372467,
20.445,-0.1223,0.0134,1.0205,0.1985,0.5191,0.6183,,0.02,2.9412167,
20.465,-0.1152,0.0125,1.021,0.0916,0.4427,0.6336,,0.02,2.9430487,
20.485,-0.115,0.0195,1.0276,0.1298,0.4885,0.6412,,0.02,2.9456447,
20.505,-0.1174,0.0164,1.0193,0.1298,0.6412,0.7176,,0.02,2.9482407,
20.525,-0.1191,0.0149,1.0229,0.1298,0.5496,0.6336,,0.02,2.9508367,
20.545,-0.114,0.0164,1.0178,0.1527,0.5344,0.5954,,0.021,2.9540434,
20.566,-0.1191,0.0183,1.0186,0.1832,0.5954,0.5878,,0.019,2.9575242,
20.585,-0.1147,0.0146,1.0283,0.2366,0.5878,0.6183,,0.02,2.9622562,
20.605,-0.1152,0.0144,1.0186,0.1527,0.5267,0.6641,,0.02,2.9653102,
20.625,-0.1169,0.0154,1.0251,0.1145,0.4962,0.6031,,0.02,2.9676002,
20.645,-0.1201,0.0144,1.0256,-0.0076,0.5496,0.5191,,0.02,2.9674482,
20.665,-0.1191,0.0154,1.0166,0.3206,0.5344,0.5954,,0.02,2.9738602,
20.685,-0.1184,0.0161,1.021,0.1908,0.5573,0.626,,0.02,2.9776762,
20.705,-0.1182,0.0173,1.0225,0.1221,0.6412,0.5496,,0.02,2.9801182,
20.725,-0.1165,0.0188,1.0203,0.1756,0.626,0.6031,,0.02,2.9836302,
20.745,-0.1221,0.0129,1.0212,0.1527,0.5878,0.5954,,0.02,2.9866842,
20.765,-0.1177,0.0134,1.0229,0.1603,0.5802,0.5878,,0.02,2.9898902,
20.785,-0.1162,0.0125,1.0198,0.1145,0.6641,0.5267,,0.02,2.9921802,
20.805,-0.1194,0.0146,1.0215,0.1221,0.4733,0.5344,,0.02,2.9946222,
20.825,-0.115,0.0149,1.0208,0.1756,0.5267,0.5649,,0.02,2.9981342,
20.845,-0.1155,0.02,1.0259,0.1756,0.4962,0.5649,,0.02,3.0016462,
20.865,-0.1135,0.0183,1.0181,0.084,0.6336,0.6489,,0.02,3.0033262,
20.885,-0.1184,0.0203,1.0232,0.145,0.5649,0.5344,,0.02,3.0062262,
20.905,-0.1172,0.0181,1.0283,0.1298,0.5725,0.5954,,0.02,3.0088222,
20.925,-0.1165,0.0171,1.0215,0.1069,0.5267,0.6031,,0.02,3.0109602,
20.945,-0.1165,0.0134,1.0234,0.1756,0.5725,0.5802,,0.02,3.0144722,
20.965,-0.1169,0.0112,1.0208,0.145,0.5725,0.6641,,0.02,3.0173722,
20.985,-0.1145,0.0132,1.0222,0.1221,0.5954,0.5649,,0.02,3.0198142,
21.005,-0.1165,0.0149,1.0212,0.1603,0.5573,0.6031,,0.02,3.0230202,
21.025,-0.1182,0.0151,1.0176,0.0916,0.5573,0.6183,,0.02,3.0248522,
21.045,-0.1204,0.0164,1.0225,0.1298,0.5344,0.626,,0.02,3.0274482,
21.065,-0.1162,0.0183,1.0249,0.1756,0.5802,0.6183,,0.02,3.0309602,
21.085,-0.1162,0.0127,1.0166,0.1145,0.4962,0.4809,,0.02,3.0332502,
21.105,-0.1174,0.0137,1.0229,0.2061,0.5344,0.5954,,0.02,3.0373722,
21.125,-0.1169,0.0154,1.0203,0.1908,0.5802,0.6565,,0.02,3.0411882,
21.145,-0.1172,0.0156,1.0203,0.1374,0.4656,0.5725,,0.02,3.0439362,
21.165,-0.1211,0.0188,1.0251,0.1298,0.5115,0.4885,,0.02,3.0465322,
21.185,-0.1204,0.0134,1.0139,0.084,0.5191,0.6031,,0.021,3.0482962,
21.206,-0.1177,0.0105,1.0181,0.0763,0.5496,0.5191,,0.019,3.0497459,
21.225,-0.1177,0.0137,1.0225,0.2061,0.6336,0.6107,,0.02,3.0538679,
21.245,-0.1187,0.009,1.0215,0.1298,0.4962,0.6489,,0.02,3.0564639,
21.265,-0.1174,0.0168,1.0266,0.1756,0.542,0.5573,,0.02,3.0599759,
21.285,-0.1145,0.0144,1.0259,0.1603,0.5038,0.626,,0.02,3.0631819,
21.305,-0.1189,0.0154,1.0156,0.1145,0.5191,0.626,,0.02,3.0654719,
21.325,-0.1174,0.0166,1.0254,0.2214,0.4351,0.5802,,0.02,3.0698999,
21.345,-0.1165,0.0178,1.0205,0.1221,0.5267,0.5725,,0.02,3.0723419,
21.365,-0.116,0.0159,1.0168,0.1298,0.5115,0.5878,,0.02,3.0749379,
21.385,-0.1169,0.019,1.0208,0.0916,0.4885,0.5115,,0.02,3.0767699,
21.405,-0.1179,0.0127,1.0156,0.1603,0.5802,0.6183,,0.02,3.0799759,
21.425,-0.1172,0.0193,1.0173,0.145,0.4351,0.6412,,0.02,3.0828759,
21.445,-0.1162,0.0142,1.0239,0.2137,0.458,0.6107,,0.02,3.0871499,
21.465,-0.1179,0.0154,1.0188,0.1908,0.6183,0.6641,,0.02,3.0909659,
21.485,-0.1145,0.0166,1.022,0.1679,0.4275,0.6031,,0.02,3.0943239,
21.505,-0.1157,0.0139,1.021,0.0916,0.5954,0.6489,,0.02,3.0961559,
21.525,-0.116,0.0144,1.0144,0.0458,0.5496,0.542,,0.02,3.0970719,
21.545,-0.1152,0.0154,1.0242,0.1756,0.6183,0.5573,,0.02,3.1005839,
21.565,-0.1191,0.0146,1.0234,0.1298,0.4962,0.7099,,0.02,3.1031799,
21.585,-0.1157,0.0142,1.0247,0.1908,0.5954,0.6718,,0.02,3.1069959,
21.605,-0.1169,0.0171,1.0217,0.1756,0.5344,0.6183,,0.02,3.1105079,
21.625,-0.1179,0.0159,1.0232,0.0992,0.542,0.6107,,0.02,3.1124919,
21.645,-0.1162,0.0193,1.0181,0.084,0.5649,0.6718,,0.02,3.1141719,
21.665,-0.1172,0.0181,1.0166,0.1221,0.4885,0.6412,,0.02,3.1166139,
21.685,-0.1199,0.0188,1.0259,0.1985,0.4962,0.6031,,0.02,3.1205839,
21.705,-0.115,0.0166,1.021,0.1756,0.5802,0.5496,,0.02,3.1240959,
21.725,-0.1194,0.0149,1.021,0.1679,0.5802,0.5649,,0.02,3.1274539,
21.745,-0.1184,0.0132,1.0173,0.1298,0.4809,0.6641,,0.02,3.1300499,
21.765,-0.1201,0.0139,1.0208,0.0382,0.458,0.6641,,0.02,3.1308139,
21.785,-0.1196,0.0137,1.0215,0.2366,0.5115,0.5802,,0.02,3.1355459,
21.805,-0.1182,0.0142,1.0256,0.145,0.4733,0.6336,,0.02,3.1384459,
21.825,-0.1191,0.0134,1.022,0.1527,0.6031,0.6336,,0.021,3.1416526,
21.846,-0.1177,0.0134,1.022,0.1527,0.5496,0.6183,,0.019,3.1445539,
21.865,-0.1152,0.0122,1.0227,0.1221,0.6183,0.5725,,0.02,3.1469959,
21.885,-0.1189,0.0178,1.0195,0.145,0.458,0.6947,,0.02,3.1498959,
21.905,-0.1167,0.0151,1.0266,0.1679,0.5115,0.5802,,0.02,3.1532539,
21.925,-0.1189,0.0183,1.0269,0.1832,0.5267,0.5038,,0.02,3.1569179,
21.945,-0.1172,0.0142,1.019,0.1298,0.6031,0.5878,,0.02,3.1595139,
21.965,-0.1179,0.0137,1.0168,0.1527,0.6565,0.5344,,0.02,3.1625679,
21.985,-0.1196,0.0151,1.0242,0.1603,0.4351,0.7023,,0.02,3.1657739,
22.005,-0.1194,0.0173,1.0212,0.1145,0.5649,0.7099,,0.02,3.1680639,
22.025,-0.1191,0.0159,1.0171,0.1832,0.4504,0.626,,0.02,3.1717279,
22.045,-0.1152,0.0168,1.0222,0.1374,0.5267,0.5344,,0.02,3.1744759,
22.065,-0.1174,0.0161,1.0217,0.1832,0.5802,0.5802,,0.02,3.1781399,
22.085,-0.1157,0.0127,1.0129,0.1527,0.4733,0.6947,,0.02,3.1811939,
22.105,-0.1174,0.0142,1.0217,0.1527,0.5115,0.5649,,0.02,3.1842479,
22.125,-0.1169,0.0156,1.0188,0.1527,0.5115,0.6031,,0.02,3.1873019,
22.145,-0.1206,0.0144,1.0256,0.1832,0.4275,0.5649,,0.02,3.1909659,
22.165,-0.1194,0.0173,1.022,0.1527,0.5725,0.5344,,0.02,3.1940199,
22.185,-0.1172,0.0178,1.0222,0.2214,0.5573,0.5802,,0.02,3.1984479,
22.205,-0.1174,0.0144,1.0237,0.1756,0.5115,0.6031,,0.02,3.2019599,
22.225,-0.1133,0.0139,1.0225,0.1145,0.5802,0.5649,,0.02,3.2042499,
22.245,-0.116,0.0125,1.0234,0.2061,0.6107,0.6031,,0.02,3.2083719,
22.265,-0.1155,0.0144,1.0232,0.145,0.4962,0.6489,,0.02,3.2112719,
22.285,-0.1152,0.0161,1.0203,0.1527,0.6107,0.6718,,0.02,3.2143259,
22.305,-0.1172,0.0149,1.0195,0.1832,0.4809,0.5725,,0.02,3.2179899,
22.325,-0.1177,0.0144,1.0203,0.1298,0.5573,0.542,,0.02,3.2205859,
22.345,-0.1169,0.0156,1.0188,0.2137,0.5191,0.6641,,0.02,3.2248599,
22.365,-0.1191,0.0166,1.0261,0.1374,0.5725,0.4733,,0.02,3.2276079,
22.385,-0.1169,0.0159,1.0183,0.2595,0.5649,0.542,,0.02,3.2327979,
22.405,-0.1189,0.0146,1.0239,0.2366,0.5115,0.5573,,0.02,3.2375299,
22.425,-0.1206,0.0132,1.0259,0.1298,0.5496,0.5191,,0.02,3.2401259,
22.445,-0.1184,0.0144,1.0195,0.145,0.5725,0.542,,0.02,3.2430259,
22.465,-0.1113,0.0176,1.0203,0.1527,0.4885,0.6412,,0.021,3.2462326,
22.486,-0.1182,0.0129,1.0254,0.1679,0.5725,0.5496,,0.019,3.2494227,
22.505,-0.1157,0.0134,1.0254,0.1985,0.6107,0.5496,,0.02,3.2533927,
22.525,-0.1165,0.011,1.0222,0.1679,0.4885,0.5954,,0.02,3.2567507,
22.545,-0.1155,0.0139,1.019,0.0687,0.4504,0.626,,0.02,3.2581247,
22.565,-0.1169,0.0137,1.0166,0.145,0.4733,0.6336,,0.02,3.2610247,
22.585,-0.1208,0.0161,1.0215,0.0992,0.542,0.6641,,0.02,3.2630087,
22.605,-0.1167,0.0139,1.0193,0.3053,0.4962,0.6489,,0.02,3.2691147,
22.625,-0.1177,0.0137,1.0247,0.1221,0.5267,0.6489,,0.02,3.2715567,
22.645,-0.1204,0.0112,1.0173,0.1603,0.5649,0.542,,0.02,3.2747627,
22.665,-0.1182,0.0149,1.0173,0.229,0.5344,0.5802,,0.02,3.2793427,
22.685,-0.1152,0.011,1.0208,0.1374,0.458,0.4962,,0.02,3.2820907,
22.705,-0.1182,0.0176,1.0273,0.2214,0.5802,0.6794,,0.02,3.2865187,
22.725,-0.116,0.0171,1.0168,0.1374,0.5115,0.6336,,0.02,3.2892667,
22.745,-0.1157,0.0132,1.0212,0.1756,0.5267,0.6183,,0.02,3.2927787,
22.765,-0.1184,0.0146,1.0247,0.2748,0.542,0.5496,,0.02,3.2982747,
22.785,-0.1216,0.0159,1.0166,0.1832,0.4809,0.626,,0.02,3.3019387,
22.805,-0.1184,0.0156,1.0183,0.1298,0.4962,0.6031,,0.02,3.3045347,
22.825,-0.1177,0.0176,1.0273,0.084,0.5954,0.6794,,0.02,3.3062147,
22.845,-0.1177,0.0164,1.021,0.1527,0.626,0.5878,,0.02,3.3092687,
22.865,-0.1182,0.0168,1.021,0.1908,0.5725,0.6336,,0.02,3.3130847,
22.885,-0.1177,0.0188,1.0239,0.1832,0.5191,0.4885,,0.02,3.3167487,
22.905,-0.1177,0.0142,1.0193,0.1679,0.542,0.6107,,0.02,3.3201067,
22.925,-0.1147,0.0127,1.0249,0.1221,0.5878,0.5267,,0.02,3.3225487,
22.945,-0.1174,0.0129,1.0164,0.1221,0.5573,0.6107,,0.02,3.3249907,
22.965,-0.1147,0.0159,1.0171,0.1603,0.5267,0.7328,,0.02,3.3281967,
22.985,-0.1184,0.0183,1.0242,0.1298,0.458,0.6718,,0.02,3.3307927,
23.005,-0.1157,0.0156,1.0183,0.1374,0.5802,0.6641,,0.02,3.3335407,
23.025,-0.1189,0.0186,1.0215,0.084,0.5802,0.6489,,0.02,3.3352207,
23.045,-0.1174,0.0159,1.0247,0.1298,0.6031,0.6489,,0.02,3.3378167,
23.065,-0.1143,0.0171,1.0168,0.1069,0.458,0.5496,,0.02,3.3399547,
23.085,-0.1147,0.0137,1.0217,0.1908,0.4656,0.6031,,0.02,3.3437707,
23.105,-0.1206,0.0132,1.0205,0.0611,0.6031,0.5649,,0.021,3.3450538,
23.126,-0.1177,0.0132,1.0166,0.1298,0.4809,0.5649,,0.019,3.34752,
23.145,-0.1189,0.0129,1.0261,0.145,0.5344,0.626,,0.02,3.35042,
23.165,-0.1182,0.0159,1.0178,0.229,0.6031,0.6565,,0.02,3.355,
23.185,-0.1179,0.0159,1.0217,0.1527,0.4198,0.6489,,0.02,3.358054,
23.205,-0.1182,0.0186,1.021,0.2061,0.4122,0.5802,,0.02,3.362176,
23.225,-0.1177,0.0168,1.02,0.0992,0.5267,0.6336,,0.02,3.36416,
23.245,-0.1182,0.0173,1.021,0.1908,0.5802,0.5725,,0.02,3.367976,
23.265,-0.1174,0.0159,1.0149,0.2443,0.6031,0.6718,,0.02,3.372862,
23.285,-0.114,0.0134,1.0193,0.084,0.5115,0.5954,,0.02,3.374542,
23.305,-0.1206,0.0142,1.0283,0.1908,0.4504,0.6794,,0.02,3.378358,
23.325,-0.1191,0.0142,1.0242,0.0763,0.4122,0.6794,,0.02,3.379884,
23.345,-0.1152,0.0205,1.0173,0.1069,0.4885,0.5725,,0.02,3.382022,
23.365,-0.1194,0.0178,1.0181,0.1679,0.5573,0.6183,,0.02,3.38538,
23.385,-0.113,0.0146,1.0188,0.1756,0.4809,0.5802,,0.02,3.388892,
23.405,-0.1155,0.0161,1.0215,0.1069,0.4885,0.5725,,0.02,3.39103,
23.425,-0.1155,0.0151,1.0208,0.1298,0.5878,0.6641,,0.02,3.393626,
23.445,-0.1191,0.0134,1.0181,0.1145,0.4962,0.5878,,0.02,3.395916,
23.465,-0.1169,0.0161,1.0227,0.1374,0.5038,0.5344,,0.02,3.398664,
23.485,-0.1191,0.0144,1.0178,0.0229,0.4504,0.6412,,0.02,3.399122,
23.505,-0.1147,0.0161,1.0208,0.1069,0.5115,0.6489,,0.02,3.40126,
23.525,-0.1174,0.0168,1.0239,0.1221,0.5573,0.6031,,0.02,3.403702,
23.545,-0.1194,0.0127,1.0159,0.1145,0.6489,0.6031,,0.02,3.405992,
23.565,-0.1167,0.0129,1.0151,0.1069,0.5344,0.6412,,0.02,3.40813,
23.585,-0.114,0.0144,1.0229,0.1069,0.4885,0.6718,,0.02,3.410268,
23.605,-0.1157,0.0176,1.021,0.2519,0.5115,0.5954,,0.02,3.415306,
23.625,-0.1172,0.0146,1.0156,0.229,0.5573,0.5267,,0.02,3.419886,
23.645,-0.1172,0.0164,1.0281,0.1603,0.4656,0.5573,,0.02,3.423092,
23.665,-0.1174,0.0171,1.022,0.1527,0.687,0.5573,,0.02,3.426146,
23.685,-0.115,0.0171,1.0212,0.1985,0.5725,0.5496,,0.02,3.430116,
23.705,-0.1187,0.0178,1.0215,0.2366,0.687,0.5878,,0.02,3.434848,
23.725,-0.1201,0.0178,1.0205,0.1527,0.6489,0.626,,0.02,3.437902,
23.745,-0.115,0.0137,1.0278,0.1603,0.5649,0.5802,,0.021,3.4412683,
23.766,-0.1135,0.0132,1.0198,0.1374,0.5344,0.6718,,0.019,3.4438789,
23.785,-0.1199,0.0154,1.0193,0.1145,0.4809,0.5344,,0.02,3.4461689,
23.805,-0.1189,0.0173,1.0225,0.1221,0.4809,0.5573,,0.02,3.4486109,
23.825,-0.1143,0.0156,1.0195,0.1679,0.5267,0.5649,,0.02,3.4519689,
23.845,-0.1177,0.0154,1.0239,0.1069,0.5344,0.6107,,0.02,3.4541069,
23.865,-0.116,0.0205,1.0251,0.1374,0.4962,0.626,,0.02,3.4568549,
23.885,-0.1143,0.0193,1.012,0.1679,0.5802,0.5649,,0.02,3.4602129,
23.905,-0.1187,0.0176,1.0205,0.2214,0.6031,0.6107,,0.02,3.4646409,
23.925,-0.1177,0.0146,1.019,0.1374,0.4885,0.5573,,0.02,3.4673889,
23.945,-0.1189,0.0149,1.022,0.1145,0.5725,0.6947,,0.02,3.4696789,
23.965,-0.116,0.0164,1.0225,0.1374,0.5802,0.6794,,0.02,3.4724269,
23.985,-0.1162,0.0151,1.0166,0.2061,0.6107,0.6565,,0.02,3.4765489,
24.005,-0.1177,0.0139,1.0227,0.1145,0.4809,0.6565,,0.02,3.4788389,
24.025,-0.1179,0.0129,1.0232,0.1756,0.5878,0.7023,,0.02,3.4823509,
24.045,-0.1165,0.0146,1.0171,0.2137,0.626,0.6336,,0.02,3.4866249,
24.065,-0.1201,0.0183,1.0222,0.2366,0.5038,0.6641,,0.02,3.4913569,
24.085,-0.1194,0.0139,1.0186,0.1756,0.5725,0.5573,,0.02,3.4948689,
24.105,-0.1145,0.0156,1.02,0.2443,0.5802,0.6947,,0.02,3.4997549,
24.125,-0.1201,0.0168,1.0227,0.2061,0.5954,0.5496,,0.02,3.5038769,
24.145,-0.1177,0.0154,1.0249,0.145,0.6489,0.7328,,0.02,3.5067769,
24.165,-0.1182,0.0161,1.0217,0.1374,0.4733,0.6107,,0.02,3.5095249,
24.185,-0.116,0.0193,1.0193,0.1374,0.6565,0.5954,,0.02,3.5122729,
24.205,-0.1138,0.0159,1.0254,0.1603,0.5954,0.5191,,0.02,3.5154789,
24.225,-0.1177,0.0164,1.0222,0.229,0.626,0.5954,,0.02,3.5200589,
24.245,-0.1204,0.0154,1.0154,0.1985,0.5267,0.6794,,0.02,3.5240289,
24.265,-0.1145,0.0173,1.02,0.1832,0.5267,0.626,,0.02,3.5276929,
24.285,-0.1174,0.0115,1.0181,0.1832,0.4809,0.6031,,0.02,3.5313569,
24.305,-0.1155,0.0164,1.0146,0.2214,0.5115,0.6031,,0.02,3.5357849,
24.325,-0.1157,0.0151,1.0254,0.1756,0.4885,0.5878,,0.02,3.5392969,
24.345,-0.1162,0.0161,1.0242,0.1374,0.5802,0.6336,,0.02,3.5420449,
24.365,-0.1174,0.0156,1.0193,0.0611,0.6489,0.6794,,0.02,3.5432669,
24.385,-0.1143,0.0161,1.0203,0.1603,0.6183,0.6412,,0.021,3.5466332,
24.406,-0.1194,0.0161,1.0203,0.1298,0.6031,0.6412,,0.019,3.5490994,
24.425,-0.1179,0.0171,1.0178,0.1069,0.5191,0.6183,,0.02,3.5512374,
24.445,-0.1162,0.0125,1.0237,0.1985,0.7023,0.626,,0.02,3.5552074,
24.465,-0.1172,0.0139,1.0244,0.2214,0.5191,0.5954,,0.02,3.5596354,
24.485,-0.1191,0.0151,1.0166,0.0992,0.5267,0.5649,,0.02,3.5616194,
24.505,-0.115,0.0151,1.022,0.0992,0.5267,0.626,,0.02,3.5636034,
24.525,-0.1189,0.0117,1.0193,0.1069,0.542,0.6412,,0.02,3.5657414,
24.545,-0.1143,0.0188,1.0186,0.0916,0.5725,0.5802,,0.02,3.5675734,
24.565,-0.1169,0.0125,1.0254,0.2748,0.5496,0.5573,,0.02,3.5730694,
24.585,-0.114,0.0156,1.0083,0.1145,0.5344,0.6718,,0.02,3.5753594,
24.605,-0.1157,0.0139,1.0239,0.2061,0.542,0.6336,,0.02,3.5794814,
24.625,-0.1133,0.0186,1.0247,0.1603,0.4885,0.6031,,0.02,3.5826874,
24.645,-0.1155,0.0181,1.021,0.1603,0.6565,0.5344,,0.02,3.5858934,
24.665,-0.115,0.0156,1.0242,0.1298,0.4809,0.7099,,0.02,3.5884894,
24.685,-0.123,0.0186,1.0215,0.1832,0.6107,0.687,,0.02,3.5921534,
24.705,-0.1147,0.0146,1.0142,0.2366,0.5954,0.6183,,0.02,3.5968854,
24.725,-0.1216,0.0176,1.0215,0.1603,0.4962,0.5725,,0.02,3.6000914,
24.745,-0.1174,0.0132,1.0208,0.1069,0.6107,0.6412,,0.02,3.6022294,
24.765,-0.1174,0.0151,1.0208,0.1221,0.4733,0.6183,,0.02,3.6046714,
24.785,-0.1191,0.0173,1.0249,0.0763,0.6107,0.6489,,0.02,3.6061974,
24.805,-0.1165,0.0168,1.0188,0.1756,0.626,0.6336,,0.02,3.6097094,
24.825,-0.1162,0.0166,1.0229,0.1985,0.5954,0.5496,,0.02,3.6136794,
24.845,-0.1184,0.0132,1.0178,0.2137,0.3664,0.542,,0.02,3.6179534,
24.865,-0.1213,0.0146,1.0176,0.145,0.5267,0.626,,0.02,3.6208534,
24.885,-0.1147,0.0151,1.0247,0.1985,0.5038,0.6336,,0.02,3.6248234,
24.905,-0.1167,0.0164,1.0188,0.1908,0.5725,0.5191,,0.02,3.6286394,
24.925,-0.1157,0.0181,1.0164,0.1603,0.6336,0.6107,,0.02,3.6318454,
24.945,-0.114,0.019,1.0203,0.0992,0.5115,0.6489,,0.02,3.6338294,
24.965,-0.1184,0.0151,1.0205,0.145,0.5725,0.5573,,0.02,3.6367294,
24.985,-0.1218,0.0112,1.0242,0.1221,0.5573,0.6718,,0.02,3.6391714,
25.005,-0.1182,0.0146,1.0286,0.1679,0.4275,0.5267,,0.02,3.6425294,
25.025,-0.1206,0.0188,1.0193,0.1679,0.5191,0.6107,,,3.6425294,
