ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,stdDevAX
19.125,-0.1143,0.0195,1.0176,0.1603,0.5115,0.6565,
19.145,-0.1177,0.0168,1.0151,0.2443,0.5115,0.5496,
19.165,-0.115,0.0178,1.0171,0.1527,0.542,0.5649,
19.185,-0.1172,0.0166,1.0215,0.2137,0.5115,0.6489,
19.205,-0.1194,0.0151,1.0203,0.1679,0.5267,0.5725,
19.225,-0.1162,0.0154,1.0181,0.0916,0.5649,0.5954,
19.245,-0.1157,0.019,1.0229,0.2061,0.5267,0.5191,
19.265,-0.1157,0.0137,1.021,0.145,0.5649,0.5878,
19.286,-0.1177,0.0105,1.0222,0.1069,0.5878,0.5878,
19.305,-0.1169,0.0112,1.0222,0.1145,0.5878,0.4809,
19.325,-0.1189,0.0129,1.0159,0.0992,0.5573,0.6412,
19.345,-0.1172,0.0156,1.0181,0.1527,0.542,0.6412,
19.365,-0.1157,0.0156,1.0159,0.2672,0.5344,0.6412,
19.385,-0.1167,0.0178,1.0232,0.1527,0.5573,0.5573,
19.405,-0.1206,0.0151,1.0247,0.2137,0.4656,0.6641,
19.425,-0.1167,0.0132,1.0186,0.0305,0.6183,0.5725,
19.445,-0.1189,0.0178,1.0186,0.2366,0.5802,0.5802,
19.465,-0.1182,0.0161,1.019,0.0687,0.4656,0.6183,
19.485,-0.1182,0.0132,1.0173,0.1298,0.6031,0.687,
19.505,-0.1189,0.0161,1.0266,0.084,0.5573,0.626,
19.525,-0.1177,0.0137,1.0173,0.1985,0.6183,0.6412,
19.545,-0.1157,0.0139,1.0234,0.1985,0.5802,0.6183,
19.565,-0.1177,0.0137,1.0251,0.1603,0.6565,0.6107,
19.585,-0.114,0.0142,1.0239,0.1527,0.4504,0.542,
19.605,-0.1169,0.0161,1.0171,0.1069,0.4885,0.7252,
19.625,-0.1147,0.0195,1.0229,0.1527,0.6718,0.6489,
19.645,-0.1167,0.0205,1.0203,0.2061,0.5115,0.5573,
19.665,-0.1133,0.0188,1.0212,0.0992,0.5725,0.542,
19.685,-0.1179,0.0195,1.0232,0.0076,0.6641,0.6718,
19.705,-0.1167,0.0188,1.021,0.1679,0.5191,0.5954,
19.725,-0.1177,0.0156,1.0242,0.145,0.4351,0.6641,
19.745,-0.1191,0.0122,1.0227,0.2061,0.4809,0.6031,
19.765,-0.115,0.0137,1.0203,0.1756,0.5878,0.6107,
19.785,-0.1169,0.0159,1.0208,0.1985,0.5115,0.5802,
19.805,-0.115,0.0154,1.0225,0.2214,0.5267,0.5878,
19.825,-0.1172,0.0137,1.0232,0.1298,0.6183,0.5802,
19.845,-0.1167,0.0186,1.0203,0.1527,0.5115,0.5191,
19.865,-0.1184,0.0183,1.0198,0.1374,0.5496,0.542,
19.885,-0.1191,0.0149,1.0254,0.1374,0.6412,0.6031,
19.905,-0.1189,0.0173,1.0276,0.1603,0.4962,0.6489,
19.926,-0.1189,0.0142,1.0222,0.1374,0.5344,0.5344,
19.945,-0.1174,0.0166,1.0188,0.1298,0.5344,0.6031,
19.965,-0.1189,0.0149,1.0203,0.1832,0.542,0.5267,
19.985,-0.1189,0.0164,1.0186,0.1603,0.5191,0.626,
20.005,-0.1177,0.0164,1.0198,0.1221,0.5878,0.5802,
20.025,-0.1165,0.0146,1.0188,0.1832,0.5344,0.6336,
20.045,-0.115,0.0142,1.021,0.0916,0.5344,0.6183,
20.065,-0.1147,0.0168,1.0254,0.2137,0.5878,0.7328,
20.085,-0.1182,0.0151,1.0186,0.1832,0.5878,0.6947,
20.105,-0.115,0.0134,1.0168,0.1374,0.5954,0.6336,
20.125,-0.1184,0.0164,1.0222,0.1832,0.5573,0.5725,
20.145,-0.1196,0.0156,1.0178,0.1221,0.4962,0.5344,
20.165,-0.1174,0.0164,1.0249,0.1221,0.542,0.6107,
20.185,-0.1165,0.0193,1.0278,0.1908,0.542,0.6489,
20.205,-0.1177,0.0142,1.0237,0.1756,0.4351,0.626,
20.225,-0.1167,0.0151,1.0193,0.1603,0.626,0.5878,
20.245,-0.1206,0.0159,1.0212,0.1756,0.4733,0.5725,
20.265,-0.1167,0.0151,1.0251,0.2137,0.5267,0.6489,
20.285,-0.1167,0.0132,1.0254,0.0611,0.5344,0.6031,
20.305,-0.1169,0.0146,1.0234,0.0763,0.5191,0.5191,
20.325,-0.1162,0.0164,1.021,0.1145,0.6107,0.6412,
20.345,-0.1177,0.0156,1.0251,0.0992,0.4656,0.626,
20.365,-0.1194,0.0166,1.0212,0.1832,0.4427,0.5725,
20.385,-0.1162,0.0134,1.0134,0.1603,0.5725,0.5802,
20.405,-0.1184,0.0122,1.0283,0.1298,0.5802,0.6565,
20.425,-0.1172,0.0159,1.0146,0.145,0.6412,0.6031,
20.445,-0.1223,0.0134,1.0205,0.1985,0.5191,0.6183,
20.465,-0.1152,0.0125,1.021,0.0916,0.4427,0.6336,
20.485,-0.115,0.0195,1.0276,0.1298,0.4885,0.6412,
20.505,-0.1174,0.0164,1.0193,0.1298,0.6412,0.7176,
20.525,-0.1191,0.0149,1.0229,0.1298,0.5496,0.6336,
20.545,-0.114,0.0164,1.0178,0.1527,0.5344,0.5954,
20.566,-0.1191,0.0183,1.0186,0.1832,0.5954,0.5878,
20.585,-0.1147,0.0146,1.0283,0.2366,0.5878,0.6183,
20.605,-0.1152,0.0144,1.0186,0.1527,0.5267,0.6641,
20.625,-0.1169,0.0154,1.0251,0.1145,0.4962,0.6031,
20.645,-0.1201,0.0144,1.0256,-0.0076,0.5496,0.5191,
20.665,-0.1191,0.0154,1.0166,0.3206,0.5344,0.5954,
20.685,-0.1184,0.0161,1.021,0.1908,0.5573,0.626,
20.705,-0.1182,0.0173,1.0225,0.1221,0.6412,0.5496,
20.725,-0.1165,0.0188,1.0203,0.1756,0.626,0.6031,
20.745,-0.1221,0.0129,1.0212,0.1527,0.5878,0.5954,
20.765,-0.1177,0.0134,1.0229,0.1603,0.5802,0.5878,
20.785,-0.1162,0.0125,1.0198,0.1145,0.6641,0.5267,
20.805,-0.1194,0.0146,1.0215,0.1221,0.4733,0.5344,
20.825,-0.115,0.0149,1.0208,0.1756,0.5267,0.5649,
20.845,-0.1155,0.02,1.0259,0.1756,0.4962,0.5649,
20.865,-0.1135,0.0183,1.0181,0.084,0.6336,0.6489,
20.885,-0.1184,0.0203,1.0232,0.145,0.5649,0.5344,
20.905,-0.1172,0.0181,1.0283,0.1298,0.5725,0.5954,
20.925,-0.1165,0.0171,1.0215,0.1069,0.5267,0.6031,
20.945,-0.1165,0.0134,1.0234,0.1756,0.5725,0.5802,
20.965,-0.1169,0.0112,1.0208,0.145,0.5725,0.6641,
20.985,-0.1145,0.0132,1.0222,0.1221,0.5954,0.5649,
21.005,-0.1165,0.0149,1.0212,0.1603,0.5573,0.6031,
21.025,-0.1182,0.0151,1.0176,0.0916,0.5573,0.6183,
21.045,-0.1204,0.0164,1.0225,0.1298,0.5344,0.626,
21.065,-0.1162,0.0183,1.0249,0.1756,0.5802,0.6183,
21.085,-0.1162,0.0127,1.0166,0.1145,0.4962,0.4809,
21.105,-0.1174,0.0137,1.0229,0.2061,0.5344,0.5954,
21.125,-0.1169,0.0154,1.0203,0.1908,0.5802,0.6565,
21.145,-0.1172,0.0156,1.0203,0.1374,0.4656,0.5725,
21.165,-0.1211,0.0188,1.0251,0.1298,0.5115,0.4885,
21.185,-0.1204,0.0134,1.0139,0.084,0.5191,0.6031,
21.206,-0.1177,0.0105,1.0181,0.0763,0.5496,0.5191,
21.225,-0.1177,0.0137,1.0225,0.2061,0.6336,0.6107,
21.245,-0.1187,0.009,1.0215,0.1298,0.4962,0.6489,
21.265,-0.1174,0.0168,1.0266,0.1756,0.542,0.5573,
21.285,-0.1145,0.0144,1.0259,0.1603,0.5038,0.626,
21.305,-0.1189,0.0154,1.0156,0.1145,0.5191,0.626,
21.325,-0.1174,0.0166,1.0254,0.2214,0.4351,0.5802,
21.345,-0.1165,0.0178,1.0205,0.1221,0.5267,0.5725,
21.365,-0.116,0.0159,1.0168,0.1298,0.5115,0.5878,
21.385,-0.1169,0.019,1.0208,0.0916,0.4885,0.5115,
21.405,-0.1179,0.0127,1.0156,0.1603,0.5802,0.6183,
21.425,-0.1172,0.0193,1.0173,0.145,0.4351,0.6412,
21.445,-0.1162,0.0142,1.0239,0.2137,0.458,0.6107,
21.465,-0.1179,0.0154,1.0188,0.1908,0.6183,0.6641,
21.485,-0.1145,0.0166,1.022,0.1679,0.4275,0.6031,
21.505,-0.1157,0.0139,1.021,0.0916,0.5954,0.6489,
21.525,-0.116,0.0144,1.0144,0.0458,0.5496,0.542,
21.545,-0.1152,0.0154,1.0242,0.1756,0.6183,0.5573,
21.565,-0.1191,0.0146,1.0234,0.1298,0.4962,0.7099,
21.585,-0.1157,0.0142,1.0247,0.1908,0.5954,0.6718,
21.605,-0.1169,0.0171,1.0217,0.1756,0.5344,0.6183,
21.625,-0.1179,0.0159,1.0232,0.0992,0.542,0.6107,
21.645,-0.1162,0.0193,1.0181,0.084,0.5649,0.6718,
21.665,-0.1172,0.0181,1.0166,0.1221,0.4885,0.6412,
21.685,-0.1199,0.0188,1.0259,0.1985,0.4962,0.6031,
21.705,-0.115,0.0166,1.021,0.1756,0.5802,0.5496,
21.725,-0.1194,0.0149,1.021,0.1679,0.5802,0.5649,
21.745,-0.1184,0.0132,1.0173,0.1298,0.4809,0.6641,
21.765,-0.1201,0.0139,1.0208,0.0382,0.458,0.6641,
21.785,-0.1196,0.0137,1.0215,0.2366,0.5115,0.5802,
21.805,-0.1182,0.0142,1.0256,0.145,0.4733,0.6336,
21.825,-0.1191,0.0134,1.022,0.1527,0.6031,0.6336,
21.846,-0.1177,0.0134,1.022,0.1527,0.5496,0.6183,
21.865,-0.1152,0.0122,1.0227,0.1221,0.6183,0.5725,
21.885,-0.1189,0.0178,1.0195,0.145,0.458,0.6947,
21.905,-0.1167,0.0151,1.0266,0.1679,0.5115,0.5802,
21.925,-0.1189,0.0183,1.0269,0.1832,0.5267,0.5038,
21.945,-0.1172,0.0142,1.019,0.1298,0.6031,0.5878,
21.965,-0.1179,0.0137,1.0168,0.1527,0.6565,0.5344,
21.985,-0.1196,0.0151,1.0242,0.1603,0.4351,0.7023,
22.005,-0.1194,0.0173,1.0212,0.1145,0.5649,0.7099,
22.025,-0.1191,0.0159,1.0171,0.1832,0.4504,0.626,
22.045,-0.1152,0.0168,1.0222,0.1374,0.5267,0.5344,
22.065,-0.1174,0.0161,1.0217,0.1832,0.5802,0.5802,
22.085,-0.1157,0.0127,1.0129,0.1527,0.4733,0.6947,
22.105,-0.1174,0.0142,1.0217,0.1527,0.5115,0.5649,
22.125,-0.1169,0.0156,1.0188,0.1527,0.5115,0.6031,
22.145,-0.1206,0.0144,1.0256,0.1832,0.4275,0.5649,
22.165,-0.1194,0.0173,1.022,0.1527,0.5725,0.5344,
22.185,-0.1172,0.0178,1.0222,0.2214,0.5573,0.5802,
22.205,-0.1174,0.0144,1.0237,0.1756,0.5115,0.6031,
22.225,-0.1133,0.0139,1.0225,0.1145,0.5802,0.5649,
22.245,-0.116,0.0125,1.0234,0.2061,0.6107,0.6031,
22.265,-0.1155,0.0144,1.0232,0.145,0.4962,0.6489,
22.285,-0.1152,0.0161,1.0203,0.1527,0.6107,0.6718,
22.305,-0.1172,0.0149,1.0195,0.1832,0.4809,0.5725,
22.325,-0.1177,0.0144,1.0203,0.1298,0.5573,0.542,
22.345,-0.1169,0.0156,1.0188,0.2137,0.5191,0.6641,
22.365,-0.1191,0.0166,1.0261,0.1374,0.5725,0.4733,
22.385,-0.1169,0.0159,1.0183,0.2595,0.5649,0.542,
22.405,-0.1189,0.0146,1.0239,0.2366,0.5115,0.5573,
22.425,-0.1206,0.0132,1.0259,0.1298,0.5496,0.5191,
22.445,-0.1184,0.0144,1.0195,0.145,0.5725,0.542,
22.465,-0.1113,0.0176,1.0203,0.1527,0.4885,0.6412,
22.486,-0.1182,0.0129,1.0254,0.1679,0.5725,0.5496,
22.505,-0.1157,0.0134,1.0254,0.1985,0.6107,0.5496,
22.525,-0.1165,0.011,1.0222,0.1679,0.4885,0.5954,
22.545,-0.1155,0.0139,1.019,0.0687,0.4504,0.626,
22.565,-0.1169,0.0137,1.0166,0.145,0.4733,0.6336,
22.585,-0.1208,0.0161,1.0215,0.0992,0.542,0.6641,
22.605,-0.1167,0.0139,1.0193,0.3053,0.4962,0.6489,
22.625,-0.1177,0.0137,1.0247,0.1221,0.5267,0.6489,
22.645,-0.1204,0.0112,1.0173,0.1603,0.5649,0.542,
22.665,-0.1182,0.0149,1.0173,0.229,0.5344,0.5802,
22.685,-0.1152,0.011,1.0208,0.1374,0.458,0.4962,
22.705,-0.1182,0.0176,1.0273,0.2214,0.5802,0.6794,
22.725,-0.116,0.0171,1.0168,0.1374,0.5115,0.6336,
22.745,-0.1157,0.0132,1.0212,0.1756,0.5267,0.6183,
22.765,-0.1184,0.0146,1.0247,0.2748,0.542,0.5496,
22.785,-0.1216,0.0159,1.0166,0.1832,0.4809,0.626,
22.805,-0.1184,0.0156,1.0183,0.1298,0.4962,0.6031,
22.825,-0.1177,0.0176,1.0273,0.084,0.5954,0.6794,
22.845,-0.1177,0.0164,1.021,0.1527,0.626,0.5878,
22.865,-0.1182,0.0168,1.021,0.1908,0.5725,0.6336,
22.885,-0.1177,0.0188,1.0239,0.1832,0.5191,0.4885,
22.905,-0.1177,0.0142,1.0193,0.1679,0.542,0.6107,
22.925,-0.1147,0.0127,1.0249,0.1221,0.5878,0.5267,
22.945,-0.1174,0.0129,1.0164,0.1221,0.5573,0.6107,
22.965,-0.1147,0.0159,1.0171,0.1603,0.5267,0.7328,
22.985,-0.1184,0.0183,1.0242,0.1298,0.458,0.6718,
23.005,-0.1157,0.0156,1.0183,0.1374,0.5802,0.6641,
23.025,-0.1189,0.0186,1.0215,0.084,0.5802,0.6489,
23.045,-0.1174,0.0159,1.0247,0.1298,0.6031,0.6489,
23.065,-0.1143,0.0171,1.0168,0.1069,0.458,0.5496,
23.085,-0.1147,0.0137,1.0217,0.1908,0.4656,0.6031,
23.105,-0.1206,0.0132,1.0205,0.0611,0.6031,0.5649,
23.126,-0.1177,0.0132,1.0166,0.1298,0.4809,0.5649,
23.145,-0.1189,0.0129,1.0261,0.145,0.5344,0.626,
23.165,-0.1182,0.0159,1.0178,0.229,0.6031,0.6565,
23.185,-0.1179,0.0159,1.0217,0.1527,0.4198,0.6489,
23.205,-0.1182,0.0186,1.021,0.2061,0.4122,0.5802,
23.225,-0.1177,0.0168,1.02,0.0992,0.5267,0.6336,
23.245,-0.1182,0.0173,1.021,0.1908,0.5802,0.5725,
23.265,-0.1174,0.0159,1.0149,0.2443,0.6031,0.6718,
23.285,-0.114,0.0134,1.0193,0.084,0.5115,0.5954,
23.305,-0.1206,0.0142,1.0283,0.1908,0.4504,0.6794,
23.325,-0.1191,0.0142,1.0242,0.0763,0.4122,0.6794,
23.345,-0.1152,0.0205,1.0173,0.1069,0.4885,0.5725,
23.365,-0.1194,0.0178,1.0181,0.1679,0.5573,0.6183,
23.385,-0.113,0.0146,1.0188,0.1756,0.4809,0.5802,
23.405,-0.1155,0.0161,1.0215,0.1069,0.4885,0.5725,
23.425,-0.1155,0.0151,1.0208,0.1298,0.5878,0.6641,
23.445,-0.1191,0.0134,1.0181,0.1145,0.4962,0.5878,
23.465,-0.1169,0.0161,1.0227,0.1374,0.5038,0.5344,
23.485,-0.1191,0.0144,1.0178,0.0229,0.4504,0.6412,
23.505,-0.1147,0.0161,1.0208,0.1069,0.5115,0.6489,
23.525,-0.1174,0.0168,1.0239,0.1221,0.5573,0.6031,
23.545,-0.1194,0.0127,1.0159,0.1145,0.6489,0.6031,
23.565,-0.1167,0.0129,1.0151,0.1069,0.5344,0.6412,
23.585,-0.114,0.0144,1.0229,0.1069,0.4885,0.6718,
23.605,-0.1157,0.0176,1.021,0.2519,0.5115,0.5954,
23.625,-0.1172,0.0146,1.0156,0.229,0.5573,0.5267,
23.645,-0.1172,0.0164,1.0281,0.1603,0.4656,0.5573,
23.665,-0.1174,0.0171,1.022,0.1527,0.687,0.5573,
23.685,-0.115,0.0171,1.0212,0.1985,0.5725,0.5496,
23.705,-0.1187,0.0178,1.0215,0.2366,0.687,0.5878,
23.725,-0.1201,0.0178,1.0205,0.1527,0.6489,0.626,
23.745,-0.115,0.0137,1.0278,0.1603,0.5649,0.5802,
23.766,-0.1135,0.0132,1.0198,0.1374,0.5344,0.6718,
23.785,-0.1199,0.0154,1.0193,0.1145,0.4809,0.5344,
23.805,-0.1189,0.0173,1.0225,0.1221,0.4809,0.5573,
23.825,-0.1143,0.0156,1.0195,0.1679,0.5267,0.5649,
23.845,-0.1177,0.0154,1.0239,0.1069,0.5344,0.6107,
23.865,-0.116,0.0205,1.0251,0.1374,0.4962,0.626,
23.885,-0.1143,0.0193,1.012,0.1679,0.5802,0.5649,
23.905,-0.1187,0.0176,1.0205,0.2214,0.6031,0.6107,
23.925,-0.1177,0.0146,1.019,0.1374,0.4885,0.5573,
23.945,-0.1189,0.0149,1.022,0.1145,0.5725,0.6947,
23.965,-0.116,0.0164,1.0225,0.1374,0.5802,0.6794,
23.985,-0.1162,0.0151,1.0166,0.2061,0.6107,0.6565,
24.005,-0.1177,0.0139,1.0227,0.1145,0.4809,0.6565,
24.025,-0.1179,0.0129,1.0232,0.1756,0.5878,0.7023,
24.045,-0.1165,0.0146,1.0171,0.2137,0.626,0.6336,
24.065,-0.1201,0.0183,1.0222,0.2366,0.5038,0.6641,
24.085,-0.1194,0.0139,1.0186,0.1756,0.5725,0.5573,
24.105,-0.1145,0.0156,1.02,0.2443,0.5802,0.6947,
24.125,-0.1201,0.0168,1.0227,0.2061,0.5954,0.5496,
24.145,-0.1177,0.0154,1.0249,0.145,0.6489,0.7328,
24.165,-0.1182,0.0161,1.0217,0.1374,0.4733,0.6107,
24.185,-0.116,0.0193,1.0193,0.1374,0.6565,0.5954,
24.205,-0.1138,0.0159,1.0254,0.1603,0.5954,0.5191,
24.225,-0.1177,0.0164,1.0222,0.229,0.626,0.5954,
24.245,-0.1204,0.0154,1.0154,0.1985,0.5267,0.6794,
24.265,-0.1145,0.0173,1.02,0.1832,0.5267,0.626,
24.285,-0.1174,0.0115,1.0181,0.1832,0.4809,0.6031,
24.305,-0.1155,0.0164,1.0146,0.2214,0.5115,0.6031,
24.325,-0.1157,0.0151,1.0254,0.1756,0.4885,0.5878,
24.345,-0.1162,0.0161,1.0242,0.1374,0.5802,0.6336,
24.365,-0.1174,0.0156,1.0193,0.0611,0.6489,0.6794,
24.385,-0.1143,0.0161,1.0203,0.1603,0.6183,0.6412,
24.406,-0.1194,0.0161,1.0203,0.1298,0.6031,0.6412,
24.425,-0.1179,0.0171,1.0178,0.1069,0.5191,0.6183,
24.445,-0.1162,0.0125,1.0237,0.1985,0.7023,0.626,
24.465,-0.1172,0.0139,1.0244,0.2214,0.5191,0.5954,
24.485,-0.1191,0.0151,1.0166,0.0992,0.5267,0.5649,
24.505,-0.115,0.0151,1.022,0.0992,0.5267,0.626,
24.525,-0.1189,0.0117,1.0193,0.1069,0.542,0.6412,
24.545,-0.1143,0.0188,1.0186,0.0916,0.5725,0.5802,
24.565,-0.1169,0.0125,1.0254,0.2748,0.5496,0.5573,
24.585,-0.114,0.0156,1.0083,0.1145,0.5344,0.6718,
24.605,-0.1157,0.0139,1.0239,0.2061,0.542,0.6336,
24.625,-0.1133,0.0186,1.0247,0.1603,0.4885,0.6031,
24.645,-0.1155,0.0181,1.021,0.1603,0.6565,0.5344,
24.665,-0.115,0.0156,1.0242,0.1298,0.4809,0.7099,
24.685,-0.123,0.0186,1.0215,0.1832,0.6107,0.687,
24.705,-0.1147,0.0146,1.0142,0.2366,0.5954,0.6183,
24.725,-0.1216,0.0176,1.0215,0.1603,0.4962,0.5725,
24.745,-0.1174,0.0132,1.0208,0.1069,0.6107,0.6412,
24.765,-0.1174,0.0151,1.0208,0.1221,0.4733,0.6183,
24.785,-0.1191,0.0173,1.0249,0.0763,0.6107,0.6489,
24.805,-0.1165,0.0168,1.0188,0.1756,0.626,0.6336,
24.825,-0.1162,0.0166,1.0229,0.1985,0.5954,0.5496,
24.845,-0.1184,0.0132,1.0178,0.2137,0.3664,0.542,
24.865,-0.1213,0.0146,1.0176,0.145,0.5267,0.626,
24.885,-0.1147,0.0151,1.0247,0.1985,0.5038,0.6336,
24.905,-0.1167,0.0164,1.0188,0.1908,0.5725,0.5191,
24.925,-0.1157,0.0181,1.0164,0.1603,0.6336,0.6107,
24.945,-0.114,0.019,1.0203,0.0992,0.5115,0.6489,
24.965,-0.1184,0.0151,1.0205,0.145,0.5725,0.5573,
24.985,-0.1218,0.0112,1.0242,0.1221,0.5573,0.6718,
25.005,-0.1182,0.0146,1.0286,0.1679,0.4275,0.5267,
25.025,-0.1206,0.0188,1.0193,0.1679,0.5191,0.6107,
